PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2,Target
0,5.88,0,0,0,0,0,0,5.88,0,0,23.53,41.18,0,17.65,5.88,0,0,0,0,0.0841,0.0319,1
4,4,8,0,4,8,4,0,12,0,4,8,12,0,20,0,0,4,0,8,0.0609,0.1074,1
10,0,25,5,0,0,0,0,10,20,0,0,5,0,5,15,5,0,0,0,0.0781,0.0977,1
16.67,4.17,0,0,0,4.17,16.67,8.33,12.5,0,4.17,4.17,4.17,4.17,4.17,8.33,0,4.17,4.17,0,0.07,0.1005,1
0,6.67,6.67,0,6.67,6.67,13.33,6.67,6.67,0,6.67,20,0,0,0,0,0,13.33,0,6.67,0.0627,0.0567,1
4,0,8,4,8,0,0,8,4,8,4,16,0,4,4,4,4,12,4,4,0.0833,0.0759,1
8,0,0,0,8,0,0,4,20,4,4,8,4,4,20,0,4,4,4,4,0.0982,0.0921,1
15.38,19.23,3.85,0,0,11.54,0,7.69,0,7.69,0,3.85,7.69,0,0,11.54,0,3.85,7.69,0,0.0489,0.0579,1
0,12,0,0,4,4,0,12,4,20,4,12,4,0,8,8,4,4,0,0,0.0635,0.0783,1
3.7,3.7,7.41,7.41,0,0,0,0,11.11,0,7.41,3.7,11.11,3.7,11.11,3.7,7.41,7.41,0,11.11,0.0775,0.0847,1
13.04,0,0,0,8.7,0,13.04,0,26.09,4.35,0,4.35,0,0,17.39,0,4.35,4.35,0,4.35,0.0775,0.0964,1
0,0,8.7,8.7,0,8.7,4.35,21.74,0,0,0,0,17.39,4.35,4.35,4.35,4.35,4.35,0,8.7,0.0783,0.0675,1
15.38,0,0,0,0,0,0,0,30.77,7.69,0,0,0,7.69,0,0,7.69,30.77,0,0,0.0307,0.0614,1
0,11.11,3.7,7.41,7.41,7.41,18.52,0,0,0,0,0,3.7,3.7,11.11,7.41,11.11,3.7,0,3.7,0.0734,0.0692,1
10,0,3.33,0,10,20,3.33,3.33,3.33,3.33,3.33,3.33,0,3.33,0,10,0,16.67,3.33,3.33,0.0842,0.0802,1
0,20,0,0,5,5,0,0,15,10,0,0,0,0,30,0,5,5,0,5,0.1011,0.1444,1
9.52,4.76,19.05,0,4.76,4.76,0,0,14.29,0,9.52,0,4.76,0,9.52,9.52,0,9.52,0,0,0.0945,0.101,1
5,5,0,15,0,0,15,5,5,0,0,0,5,0,5,0,10,20,0,10,0.0768,0.0928,1
8.7,0,4.35,0,4.35,0,4.35,4.35,4.35,13.04,0,17.39,8.7,0,0,17.39,8.7,4.35,0,0,0.0469,0.0438,1
10.34,0,10.34,10.34,10.34,0,10.34,6.9,0,6.9,0,0,3.45,6.9,6.9,3.45,13.79,0,0,0,0.069,0.0927,1
0,3.85,3.85,3.85,15.38,3.85,11.54,0,3.85,0,0,7.69,11.54,3.85,15.38,3.85,7.69,3.85,0,0,0.0918,0.0601,1
3.33,23.33,0,3.33,3.33,13.33,0,10,3.33,0,3.33,6.67,6.67,0,3.33,10,0,6.67,3.33,0,0.0626,0.0555,1
0,0,18.18,0,0,0,0,0,9.09,18.18,0,18.18,0,0,0,9.09,0,18.18,9.09,0,0.1123,0.0681,1
13.33,0,13.33,13.33,0,6.67,0,0,6.67,0,6.67,13.33,6.67,0,13.33,0,0,0,6.67,0,0.1014,0.1091,1
3.85,0,15.38,15.38,0,0,0,19.23,3.85,3.85,3.85,0,0,11.54,3.85,3.85,3.85,0,7.69,3.85,0.0781,0.11,1
16.67,11.11,0,0,5.56,0,0,16.67,0,0,5.56,0,0,0,5.56,0,11.11,11.11,11.11,5.56,0.062,0.0598,1
0,0,0,0,8,0,4,4,4,24,4,12,8,0,4,8,8,12,0,0,0.0513,0.0533,1
7.69,0,0,0,15.38,23.08,0,0,0,23.08,15.38,0,0,0,7.69,7.69,0,0,0,0,0.0765,0.1051,1
0,5.88,0,0,11.76,5.88,11.76,17.65,11.76,0,0,0,0,0,23.53,0,5.88,0,5.88,0,0.0968,0.1205,1
0,0,0,0,11.11,5.56,5.56,0,11.11,5.56,5.56,0,5.56,0,22.22,0,11.11,5.56,0,11.11,0.1034,0.0842,1
0,0,0,0,0,15.38,0,0,0,7.69,0,7.69,7.69,0,7.69,7.69,7.69,15.38,15.38,7.69,0.0838,0.1186,1
3.57,7.14,0,0,7.14,3.57,7.14,3.57,10.71,10.71,0,0,14.29,0,17.86,0,7.14,3.57,3.57,0,0.1143,0.1058,1
0,5,0,0,20,5,0,5,10,10,0,20,5,0,0,0,5,10,5,0,0.0743,0.0486,1
7.14,3.57,7.14,3.57,0,7.14,0,3.57,0,3.57,10.71,7.14,3.57,0,17.86,7.14,7.14,7.14,3.57,0,0.0681,0.0826,1
0,5.26,15.79,5.26,5.26,0,0,5.26,5.26,21.05,0,0,0,0,5.26,10.53,5.26,0,15.79,0,0.1235,0.1214,1
0,0,0,0,7.14,0,7.14,3.57,10.71,3.57,10.71,3.57,0,0,46.43,0,0,0,3.57,3.57,0.0902,0.0853,1
3.7,0,0,3.7,11.11,7.41,7.41,3.7,22.22,0,7.41,0,14.81,0,3.7,0,7.41,3.7,3.7,0,0.0969,0.0929,1
27.78,0,5.56,11.11,5.56,0,5.56,0,0,11.11,11.11,0,0,0,11.11,0,11.11,0,0,0,0.0981,0.1205,1
15.38,0,0,0,7.69,0,0,0,30.77,15.38,0,0,0,0,0,0,0,23.08,0,7.69,0.0373,0.0754,1
0,14.29,10.71,0,3.57,7.14,0,7.14,0,0,10.71,7.14,10.71,0,7.14,3.57,3.57,3.57,10.71,0,0.0833,0.0706,1
0,0,0,0,31.25,6.25,0,0,0,18.75,6.25,0,0,0,12.5,0,0,6.25,6.25,12.5,0.0964,0.0777,1
16.67,8.33,0,0,0,8.33,8.33,0,0,8.33,0,16.67,8.33,0,0,0,8.33,16.67,0,0,0.0294,0.049,1
20,6.67,0,6.67,6.67,6.67,6.67,0,0,13.33,6.67,0,0,20,6.67,0,0,0,0,0,0.085,0.0929,1
6.67,30,0,3.33,0,10,3.33,0,6.67,3.33,6.67,6.67,3.33,0,0,6.67,13.33,0,0,0,0.0367,0.0396,1
9.52,0,0,4.76,9.52,4.76,4.76,0,0,0,9.52,14.29,14.29,0,9.52,0,4.76,9.52,0,4.76,0.0888,0.0676,1
0,0,6.25,0,12.5,0,0,6.25,12.5,18.75,0,6.25,0,0,31.25,0,0,6.25,0,0,0.1318,0.1669,1
0,6.67,13.33,6.67,0,0,6.67,13.33,6.67,0,0,6.67,0,0,6.67,0,6.67,13.33,6.67,6.67,0.0898,0.0944,1
12,0,8,4,0,16,4,8,0,8,4,4,16,0,0,0,8,8,0,0,0.0566,0.0555,1
9.52,0,4.76,0,0,9.52,0,0,14.29,4.76,0,4.76,14.29,0,14.29,0,4.76,19.05,0,0,0.0689,0.1088,1
9.52,0,0,4.76,4.76,19.05,4.76,0,0,23.81,0,0,0,4.76,0,4.76,9.52,9.52,4.76,0,0.0517,0.0646,1
7.14,28.57,14.29,0,0,0,0,0,0,7.14,7.14,0,0,0,0,14.29,21.43,0,0,0,0.0328,0.0335,1
11.76,11.76,5.88,0,0,17.65,0,0,11.76,0,0,0,17.65,0,11.76,0,11.76,0,0,0,0.0611,0.06,1
5,0,5,0,10,5,0,5,0,5,0,25,5,5,0,0,10,5,10,5,0.083,0.0742,1
15,0,0,5,0,10,10,0,15,0,10,10,5,0,5,5,0,10,0,0,0.072,0.081,1
4.76,0,0,9.52,14.29,0,0,9.52,4.76,4.76,4.76,4.76,23.81,0,0,9.52,0,9.52,0,0,0.0709,0.0556,1
0,0,5.56,0,0,5.56,0,0,5.56,27.78,0,0,0,0,22.22,0,11.11,11.11,5.56,5.56,0.1334,0.1589,1
8.7,0,4.35,4.35,13.04,13.04,0,0,8.7,13.04,0,8.7,4.35,0,17.39,4.35,0,0,0,0,0.0687,0.1193,1
8.7,0,4.35,0,4.35,13.04,4.35,13.04,8.7,17.39,0,8.7,4.35,0,0,0,4.35,8.7,0,0,0.0532,0.0774,1
8.33,0,0,0,8.33,0,0,16.67,25,0,0,8.33,0,0,0,8.33,16.67,0,0,8.33,0.0841,0.1067,1
6.67,0,6.67,0,26.67,0,6.67,0,0,20,0,6.67,13.33,0,0,6.67,6.67,0,0,0,0.0634,0.0616,1
8,16,8,0,8,16,0,4,0,4,0,4,4,0,0,8,0,8,4,8,0.0722,0.0692,1
33.33,0,0,0,0,8.33,0,16.67,0,0,8.33,0,0,0,8.33,0,16.67,0,0,8.33,0.0887,0.0938,1
4.35,8.7,4.35,0,8.7,4.35,4.35,4.35,4.35,4.35,13.04,8.7,4.35,0,4.35,0,13.04,8.7,0,0,0.0647,0.0669,1
0,11.11,5.56,5.56,0,16.67,5.56,5.56,5.56,22.22,0,5.56,0,0,0,0,0,11.11,5.56,0,0.0765,0.0749,1
12.5,8.33,0,0,8.33,4.17,0,0,20.83,12.5,4.17,0,8.33,0,16.67,0,0,4.17,0,0,0.1081,0.1451,1
9.52,0,4.76,0,4.76,4.76,4.76,4.76,19.05,4.76,9.52,4.76,4.76,0,9.52,0,4.76,9.52,0,0,0.1165,0.0876,1
12.5,0,6.25,12.5,0,0,0,0,0,18.75,6.25,0,6.25,0,12.5,0,12.5,6.25,6.25,0,0.0939,0.1141,1
0,0,7.14,14.29,0,0,0,7.14,14.29,21.43,14.29,7.14,0,0,0,0,7.14,0,7.14,0,0.0896,0.0784,1
5,0,10,0,0,10,5,5,0,35,0,5,5,0,0,10,5,5,0,0,0.0429,0.0674,1
15.38,0,7.69,0,0,15.38,0,0,0,15.38,7.69,7.69,15.38,0,7.69,0,0,7.69,0,0,0.0476,0.0776,1
5,0,10,0,10,0,0,5,10,5,10,0,0,0,20,0,15,10,0,0,0.094,0.068,1
16.67,16.67,16.67,8.33,0,8.33,0,0,16.67,8.33,0,0,0,0,0,0,8.33,0,0,0,0.0963,0.046,1
5.56,5.56,5.56,11.11,5.56,11.11,0,11.11,0,11.11,0,5.56,5.56,5.56,5.56,5.56,0,5.56,0,0,0.0752,0.0963,1
7.14,7.14,10.71,0,3.57,3.57,3.57,7.14,28.57,3.57,3.57,3.57,0,3.57,3.57,3.57,3.57,3.57,0,0,0.0792,0.1063,1
7.69,0,0,0,30.77,23.08,0,0,7.69,23.08,0,0,0,0,0,7.69,0,0,0,0,0.0761,0.103,1
13.33,0,0,6.67,13.33,0,6.67,6.67,0,6.67,6.67,13.33,0,0,26.67,0,0,0,0,0,0.1144,0.1492,1
13.33,0,0,0,0,13.33,0,0,6.67,6.67,0,0,6.67,0,13.33,13.33,0,6.67,13.33,6.67,0.1305,0.0906,1
11.11,0,0,0,18.52,11.11,7.41,11.11,7.41,3.7,0,3.7,0,0,7.41,0,0,11.11,0,7.41,0.1017,0.1202,1
10.71,0,7.14,3.57,3.57,3.57,7.14,10.71,0,0,3.57,0,3.57,3.57,14.29,3.57,14.29,3.57,3.57,3.57,0.0826,0.0888,1
5,0,0,10,20,5,0,10,5,10,5,0,20,0,0,5,0,5,0,0,0.0751,0.0656,1
3.45,0,3.45,3.45,3.45,3.45,3.45,0,6.9,17.24,0,3.45,17.24,0,10.34,10.34,3.45,6.9,0,3.45,0.0881,0.0943,1
0,0,6.9,31.03,0,0,0,10.34,24.14,3.45,0,0,0,6.9,0,3.45,3.45,0,6.9,3.45,0.0851,0.1076,1
0,5.56,16.67,0,5.56,0,0,11.11,5.56,11.11,0,0,0,0,5.56,11.11,5.56,5.56,16.67,0,0.1183,0.1156,1
14.29,0,3.57,3.57,0,7.14,0,3.57,21.43,25,0,3.57,7.14,0,0,0,3.57,7.14,0,0,0.0755,0.1119,1
12.5,6.25,6.25,12.5,0,0,0,6.25,6.25,25,0,6.25,0,0,0,6.25,6.25,0,0,6.25,0.0734,0.0666,1
5.56,5.56,11.11,0,0,16.67,0,0,5.56,5.56,16.67,0,5.56,0,0,11.11,5.56,11.11,0,0,0.0561,0.0502,1
33.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,8.33,0,16.67,8.33,0,16.67,0,0.0696,0.1246,1
10.53,5.26,15.79,5.26,5.26,0,0,15.79,0,10.53,0,0,5.26,0,0,15.79,5.26,5.26,0,0,0.068,0.0623,1
13.33,0,6.67,0,13.33,6.67,0,13.33,6.67,13.33,6.67,0,0,0,0,0,0,6.67,13.33,0,0.1026,0.0537,1
3.33,3.33,0,0,6.67,3.33,6.67,0,3.33,0,13.33,0,3.33,16.67,3.33,3.33,10,3.33,10,10,0.0735,0.0657,1
19.23,0,0,0,3.85,3.85,0,3.85,26.92,11.54,3.85,3.85,0,0,0,0,0,15.38,3.85,3.85,0.098,0.1199,1
16,4,0,12,4,0,4,0,0,20,8,4,12,4,4,0,0,4,0,4,0.0609,0.0744,1
13.33,0,0,6.67,0,6.67,6.67,0,13.33,13.33,0,6.67,0,0,6.67,0,6.67,6.67,0,13.33,0.1013,0.0989,1
7.69,0,0,0,0,15.38,7.69,7.69,0,23.08,0,15.38,0,0,0,0,0,7.69,15.38,0,0.0904,0.0957,1
15.79,0,0,0,5.26,5.26,0,0,5.26,15.79,0,5.26,5.26,0,21.05,0,15.79,0,5.26,0,0.1026,0.114,1
0,10,0,0,0,10,10,0,0,20,0,10,0,0,10,0,20,0,10,0,0.0849,0.0691,1
20,0,0,0,5,20,0,0,0,30,5,5,0,5,0,5,0,0,5,0,0.0796,0.056,1
5.88,0,0,5.88,0,0,5.88,5.88,0,5.88,17.65,0,0,0,0,23.53,23.53,5.88,0,0,0.0381,0.0346,1
10,5,0,10,15,0,0,10,5,5,0,0,20,0,0,10,0,10,0,0,0.0684,0.0612,1
0,0,0,0,23.08,0,0,0,30.77,23.08,0,0,7.69,0,0,0,0,15.38,0,0,0.0341,0.0539,1
8,24,0,0,4,4,0,16,4,0,4,8,0,0,24,0,4,0,0,0,0.1193,0.1117,1
6.25,12.5,0,6.25,0,6.25,12.5,6.25,0,0,6.25,0,0,12.5,6.25,18.75,6.25,0,0,0,0.054,0.0628,1
6.9,6.9,3.45,0,3.45,13.79,0,3.45,20.69,10.34,0,0,0,0,3.45,3.45,3.45,17.24,3.45,0,0.1069,0.1131,1
0,20,15,0,0,10,10,5,10,0,5,5,10,5,0,0,0,0,0,5,0.0751,0.0743,1
0,22.22,0,0,5.56,5.56,0,0,27.78,0,0,0,0,0,16.67,0,0,5.56,5.56,11.11,0.1051,0.145,1
0,0,5,30,0,0,0,10,20,10,0,0,0,0,0,0,10,0,10,5,0.099,0.1219,1
0,7.69,0,0,0,3.85,3.85,3.85,19.23,19.23,0,3.85,3.85,0,7.69,7.69,11.54,7.69,0,0,0.0929,0.0956,1
3.7,7.41,7.41,0,3.7,18.52,7.41,7.41,7.41,7.41,3.7,0,3.7,0,11.11,0,3.7,0,3.7,3.7,0.1059,0.1226,1
8.33,0,4.17,0,0,0,4.17,4.17,0,8.33,8.33,4.17,12.5,8.33,8.33,8.33,8.33,4.17,4.17,4.17,0.0729,0.0883,1
0,11.11,5.56,5.56,0,5.56,5.56,0,5.56,5.56,5.56,11.11,0,0,16.67,5.56,11.11,5.56,0,0,0.0648,0.107,1
0,22.22,0,0,16.67,5.56,0,0,5.56,11.11,0,0,5.56,0,27.78,0,5.56,0,0,0,0.0961,0.1235,1
0,0,0,0,0,15.38,0,0,7.69,15.38,7.69,0,0,0,7.69,7.69,7.69,15.38,15.38,0,0.0915,0.1104,1
3.45,13.79,6.9,3.45,3.45,3.45,3.45,0,0,0,3.45,3.45,3.45,3.45,0,10.34,13.79,17.24,3.45,3.45,0.0471,0.0494,1
5,15,0,0,15,15,5,0,5,10,10,0,5,0,0,10,5,0,0,0,0.0641,0.07,1
0,0,10,15,0,10,0,5,15,20,0,5,0,0,5,5,0,10,0,0,0.0896,0.1221,1
0,6.67,20,0,0,6.67,0,13.33,0,6.67,13.33,6.67,0,0,0,0,13.33,13.33,0,0,0.0647,0.0614,1
17.65,0,0,0,5.88,17.65,5.88,0,0,0,0,0,23.53,0,17.65,0,0,0,11.76,0,0.1202,0.136,1
5,0,10,0,0,10,0,25,5,0,5,5,0,0,10,0,0,10,15,0,0.1288,0.1486,1
17.24,3.45,3.45,0,0,17.24,3.45,0,13.79,10.34,0,0,0,0,3.45,0,3.45,20.69,3.45,0,0.0925,0.1206,1
8.7,0,0,4.35,13.04,4.35,8.7,4.35,4.35,0,13.04,0,0,0,8.7,4.35,4.35,8.7,4.35,8.7,0.0918,0.0808,1
5,0,0,10,15,0,0,10,10,5,5,0,20,0,0,10,0,10,0,0,0.0864,0.0563,1
3.33,0,6.67,16.67,0,0,3.33,3.33,16.67,0,10,0,0,6.67,3.33,6.67,10,6.67,3.33,3.33,0.0703,0.0873,1
7.14,0,14.29,3.57,7.14,0,3.57,7.14,10.71,10.71,0,10.71,0,3.57,3.57,0,3.57,14.29,0,0,0.0892,0.1006,1
6.25,0,12.5,6.25,6.25,0,0,0,0,18.75,6.25,6.25,12.5,6.25,0,0,0,12.5,6.25,0,0.0746,0.0602,1
16.67,0,0,0,5.56,27.78,0,0,0,11.11,11.11,5.56,0,0,0,5.56,5.56,5.56,5.56,0,0.0442,0.0611,1
3.57,3.57,3.57,3.57,7.14,0,0,0,10.71,0,17.86,3.57,7.14,0,7.14,0,14.29,7.14,7.14,3.57,0.0815,0.0862,1
5,0,0,5,0,20,0,5,5,40,0,5,5,0,0,5,0,5,0,0,0.0497,0.0774,1
8.33,0,0,4.17,0,25,0,0,0,33.33,0,8.33,0,0,0,8.33,4.17,8.33,0,0,0.0464,0.0584,1
8,0,4,0,8,12,8,8,8,4,0,4,4,4,12,0,4,12,0,0,0.0926,0.1123,1
0,0,0,0,5.56,5.56,0,0,11.11,16.67,0,0,5.56,0,22.22,11.11,0,5.56,16.67,0,0.1626,0.1431,1
0,0,13.33,0,6.67,0,0,13.33,0,0,6.67,6.67,20,6.67,0,0,0,20,0,6.67,0.082,0.0449,1
3.7,0,3.7,0,0,3.7,0,0,18.52,0,0,3.7,25.93,0,25.93,3.7,3.7,7.41,0,0,0.1086,0.067,1
21.43,0,0,0,0,0,0,14.29,7.14,14.29,7.14,7.14,0,0,7.14,0,7.14,14.29,0,0,0.0814,0.0805,1
0,0,0,0,0,21.05,5.26,0,0,5.26,0,5.26,5.26,5.26,36.84,5.26,5.26,0,0,5.26,0.1393,0.1362,1
21.43,0,21.43,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,7.14,28.57,0,7.14,0.0822,0.0474,1
5.88,0,0,0,5.88,5.88,0,5.88,0,23.53,5.88,0,5.88,5.88,11.76,5.88,11.76,0,5.88,0,0.0921,0.0841,1
7.14,0,0,0,14.29,7.14,0,14.29,14.29,14.29,0,0,0,0,0,14.29,0,7.14,7.14,0,0.0911,0.1336,1
0,0,4.76,0,0,4.76,0,9.52,9.52,9.52,4.76,0,9.52,0,19.05,0,9.52,14.29,4.76,0,0.1263,0.1356,1
5,0,10,0,10,0,0,10,5,0,20,0,20,0,0,0,10,10,0,0,0.0548,0.0653,1
0,0,0,20,4,24,0,0,4,16,4,4,8,0,0,12,0,4,0,0,0.0668,0.0747,1
0,0,15,0,0,10,0,10,5,25,0,0,5,5,0,5,5,15,0,0,0.0531,0.0819,1
8.7,4.35,8.7,4.35,0,4.35,4.35,4.35,4.35,8.7,4.35,8.7,0,4.35,8.7,8.7,0,13.04,0,0,0.0868,0.0897,1
0,0,0,0,6.67,0,6.67,0,6.67,6.67,6.67,0,0,0,60,0,0,6.67,0,0,0.041,0.0614,1
0,0,0,0,10,5,5,5,0,15,0,0,0,10,45,0,0,5,0,0,0.0735,0.0822,1
0,3.7,3.7,3.7,3.7,0,3.7,7.41,0,0,11.11,14.81,11.11,0,3.7,3.7,18.52,3.7,0,7.41,0.0413,0.0403,1
3.7,3.7,7.41,0,0,7.41,0,7.41,14.81,0,7.41,3.7,7.41,0,11.11,7.41,14.81,3.7,0,0,0.0943,0.1082,1
9.52,0,4.76,9.52,0,0,9.52,4.76,0,0,0,4.76,14.29,0,19.05,4.76,4.76,9.52,0,4.76,0.0861,0.0711,1
16.67,8.33,16.67,0,0,0,0,8.33,0,8.33,8.33,0,8.33,0,8.33,0,8.33,8.33,0,0,0.0871,0.0685,1
8,0,4,0,8,16,4,0,4,12,0,4,0,4,4,8,8,12,0,4,0.0722,0.0934,1
5,0,5,0,5,20,0,10,5,25,0,0,10,0,10,0,5,0,0,0,0.095,0.113,1
9.52,0,0,0,0,14.29,0,0,19.05,19.05,4.76,0,0,0,14.29,0,0,19.05,0,0,0.1083,0.1588,1
4.35,4.35,0,8.7,4.35,0,4.35,4.35,0,17.39,0,8.7,8.7,8.7,4.35,8.7,4.35,8.7,0,0,0.066,0.0516,1
8.33,8.33,8.33,4.17,0,0,0,4.17,0,16.67,0,4.17,16.67,4.17,8.33,8.33,0,8.33,0,0,0.0645,0.0679,1
0,0,0,0,0,0,0,25,8.33,16.67,8.33,8.33,0,8.33,8.33,0,0,0,0,16.67,0.0924,0.1242,1
11.76,0,5.88,0,5.88,11.76,0,11.76,11.76,11.76,0,11.76,0,0,11.76,0,0,0,5.88,0,0.1138,0.1449,1
4.17,4.17,4.17,0,0,16.67,0,20.83,0,8.33,8.33,0,0,0,0,0,16.67,12.5,0,4.17,0.0384,0.0417,1
6.67,0,0,0,0,13.33,0,6.67,20,13.33,6.67,0,6.67,0,13.33,0,0,6.67,0,6.67,0.1286,0.1118,1
15.38,0,0,0,7.69,7.69,0,0,30.77,7.69,0,0,0,0,0,0,0,23.08,0,7.69,0.0395,0.0706,1
3.7,7.41,11.11,3.7,3.7,0,7.41,0,11.11,0,7.41,11.11,3.7,0,3.7,7.41,11.11,7.41,0,0,0.0541,0.0449,1
15.38,0,0,0,0,0,0,0,23.08,38.46,7.69,7.69,0,0,7.69,0,0,0,0,0,0.1175,0.0991,1
13.64,4.55,4.55,0,4.55,22.73,0,0,9.09,0,9.09,4.55,4.55,0,9.09,0,0,13.64,0,0,0.0656,0.0658,1
22.22,11.11,0,5.56,0,0,0,0,5.56,0,22.22,0,5.56,0,0,0,22.22,5.56,0,0,0.042,0.0534,1
7.14,3.57,3.57,0,3.57,10.71,7.14,0,28.57,0,3.57,3.57,0,0,7.14,3.57,10.71,7.14,0,0,0.0875,0.0892,1
7.69,7.69,0,7.69,15.38,7.69,0,0,7.69,7.69,0,7.69,7.69,0,0,0,7.69,15.38,0,0,0.0662,0.0866,1
15,0,0,0,0,10,5,0,15,15,10,0,10,0,0,10,0,5,0,5,0.0797,0.0524,1
6.67,3.33,3.33,0,10,20,3.33,6.67,3.33,3.33,0,0,0,3.33,0,10,3.33,16.67,3.33,3.33,0.0814,0.0789,1
0,4.76,4.76,0,0,4.76,0,4.76,9.52,9.52,9.52,0,4.76,0,28.57,0,9.52,4.76,4.76,0,0.1155,0.1322,1
0,0,3.85,26.92,0,0,0,11.54,23.08,3.85,3.85,0,0,3.85,0,3.85,7.69,0,7.69,3.85,0.0964,0.1177,1
3.85,0,0,3.85,3.85,3.85,3.85,7.69,19.23,0,11.54,3.85,0,11.54,19.23,0,0,3.85,0,3.85,0.0843,0.1034,1
10,10,0,15,0,15,0,5,0,15,0,15,0,0,5,0,0,5,0,5,0.0854,0.0744,1
0,27.78,5.56,0,0,5.56,11.11,0,5.56,16.67,0,0,0,0,16.67,5.56,5.56,0,0,0,0.0837,0.1038,1
7.69,0,0,0,0,0,0,0,30.77,7.69,0,0,7.69,0,0,0,7.69,30.77,0,7.69,0.0347,0.0595,1
3.57,7.14,0,3.57,7.14,10.71,0,0,3.57,10.71,3.57,3.57,3.57,0,14.29,7.14,14.29,7.14,0,0,0.0853,0.0777,1
5.56,0,5.56,0,5.56,11.11,5.56,0,5.56,38.89,0,0,0,0,11.11,5.56,5.56,0,0,0,0.0695,0.0961,1
8,4,0,8,0,16,0,8,4,16,0,0,0,4,8,12,8,0,0,4,0.052,0.0708,1
0,5,0,5,0,0,0,0,15,5,0,0,5,5,25,5,10,5,10,5,0.0975,0.1008,1
17.86,3.57,10.71,0,0,3.57,3.57,3.57,3.57,0,3.57,3.57,0,10.71,0,0,14.29,7.14,0,14.29,0.0672,0.0671,1
20,0,0,0,8,12,0,8,0,28,0,4,0,4,0,4,4,4,4,0,0.0586,0.0534,1
21.43,0,14.29,0,7.14,0,0,0,0,0,7.14,0,0,0,0,28.57,0,14.29,0,7.14,0.0588,0.0387,1
0,0,0,0,9.52,4.76,4.76,14.29,4.76,9.52,0,0,0,9.52,42.86,0,0,0,0,0,0.0731,0.0796,1
3.57,3.57,3.57,3.57,0,7.14,10.71,7.14,7.14,3.57,7.14,0,7.14,0,0,7.14,10.71,14.29,0,3.57,0.0556,0.0687,1
5.88,0,0,0,0,5.88,5.88,5.88,23.53,5.88,11.76,0,0,0,0,0,11.76,23.53,0,0,0.077,0.0963,1
10,20,10,0,5,5,15,0,10,5,0,5,0,0,0,0,0,10,0,5,0.0819,0.0655,1
16,0,4,0,12,12,8,4,4,8,0,8,0,4,8,4,0,8,0,0,0.0926,0.0896,1
15.38,0,0,0,15.38,0,0,0,30.77,30.77,0,0,7.69,0,0,0,0,0,0,0,0.0323,0.0581,1
9.52,4.76,0,0,14.29,4.76,9.52,4.76,9.52,4.76,4.76,0,4.76,0,9.52,4.76,9.52,4.76,0,0,0.0782,0.0883,1
0,0,11.76,0,11.76,11.76,5.88,5.88,5.88,11.76,0,11.76,5.88,0,0,5.88,0,11.76,0,0,0.0594,0.0822,1
6.67,0,3.33,0,13.33,16.67,3.33,0,0,10,0,3.33,6.67,3.33,3.33,13.33,6.67,6.67,3.33,0,0.0842,0.0702,1
6.25,0,12.5,0,6.25,6.25,0,6.25,18.75,6.25,0,0,6.25,0,0,12.5,18.75,0,0,0,0.0804,0.0743,1
3.33,0,0,33.33,3.33,0,0,6.67,26.67,13.33,0,3.33,0,10,0,0,0,0,0,0,0.0771,0.0896,1
0,0,0,5.88,11.76,5.88,0,0,17.65,11.76,0,5.88,0,0,23.53,11.76,0,5.88,0,0,0.1239,0.1205,1
11.76,0,0,0,5.88,11.76,0,5.88,11.76,23.53,5.88,0,5.88,0,5.88,0,5.88,0,0,5.88,0.0776,0.1166,1
0,4.76,14.29,0,0,0,4.76,19.05,4.76,0,0,9.52,4.76,9.52,4.76,4.76,0,4.76,9.52,4.76,0.1006,0.096,1
0,0,6.67,0,0,6.67,0,0,0,13.33,0,13.33,13.33,0,33.33,0,6.67,0,0,6.67,0.0529,0.0687,1
0,0,5.56,0,5.56,5.56,0,0,11.11,27.78,0,0,5.56,0,22.22,5.56,5.56,0,5.56,0,0.1375,0.1506,1
4.76,4.76,0,0,14.29,0,9.52,4.76,0,0,14.29,4.76,0,0,19.05,0,9.52,9.52,0,4.76,0.0634,0.1025,1
0,11.76,5.88,0,0,5.88,5.88,0,5.88,5.88,5.88,0,0,0,0,5.88,23.53,5.88,5.88,11.76,0.0771,0.0616,1
23.81,0,0,0,4.76,0,0,0,14.29,19.05,0,0,4.76,4.76,9.52,0,0,14.29,0,4.76,0.0361,0.0608,1
0,0,0,0,0,30.77,15.38,0,0,7.69,7.69,0,7.69,0,0,7.69,7.69,15.38,0,0,0.0637,0.0284,1
12,0,4,8,4,0,0,4,8,12,4,12,0,0,4,12,4,8,0,4,0.0773,0.1019,1
0,7.14,0,0,7.14,0,28.57,3.57,10.71,0,3.57,0,7.14,3.57,7.14,0,3.57,10.71,3.57,3.57,0.0806,0.0508,1
7.69,0,0,0,0,0,0,15.38,7.69,15.38,7.69,7.69,0,0,0,7.69,7.69,23.08,0,0,0.0501,0.0585,1
